id;created_at;merchant_id;valor;n_PARCELAS;Nome_no_Cartao;status;card_id;iso_id;card_brand;DOCUMENTO
2223950;2021-01-10 02:25:09.026+00;5bd9cece05e0ce0007f9161a;11870;1;MARIA souza de Lima;Paid;6016160464;35;456.0;766584224233
2223960;2021-01-10 02:26:10.41+00;5d0a29c0b1be3b0007e6da09;5865;1;CARLOS SANTOS;PROCESSING;4444439494;62;903.0;045506125-575
2223978;2021-01-10 02:35:02.683+00;59d639f1930cd30004c38184;4200;1;juliana Pereira;refunded;3301014004;62;456.0;
2223989;2021-01-10 02:36:19.938+00;5c0ff79515f3dd0007bb5642;10280;1;Antonio de OLIVEIRA Ribeiro;refunded;2231011132;35;100.0;427.064.809-890
2223992;2021-01-10 02:40:09.038+00;5bf52b9ca081190007df61e6;6860;1;Paulo José Rodrigues souza;Paid;6666264642;62;456.0;149867777025
2223994;2021-01-10 02:40:29.636+00;5bca27d9aafae80008eee0ff;42134;1;Ana Luísa Silva Silva;Refused;730557377;47;456.0;239.744.158-152
2224032;2021-01-10 03:05:22.774+00;5bab6f24af98aa0007d5a13d;2615;1;Antonio Gomes;paid;1991090111;9;100.0;783476539445
2224039;2021-01-10 03:10:06.75+00;5bc6187198b1620007f53d57;4513;1;MARIA lima;paid;1166355656;62;456.0;601333923281
2224042;2021-01-10 03:10:19.584+00;5c746b8f466402000766c908;9603;1;Paulo José Gomes SANTOS;paid;2666661062;62;903.0;81005315519
2224044;2021-01-10 03:15:02.126+00;59d639f1930cd30004c38184;10311;1;roberta oliveira;refused;5020004004;35;903.0;203946912975
2224060;2021-01-10 03:35:30.289+00;5c33c6c1dc85560007f8e183;11748;1;CARLOS Pereira;processing;3393993123;35;903.0;542720535190
2224096;2021-01-10 05:05:05.566+00;5bd9cece05e0ce0007f9161a;24863;1;FELIPE FERREIRA;paid;2121217111;35;456.0;114596060-734
2224098;2021-01-10 05:25:05.537+00;5bd9cece05e0ce0007f9161a;25428;1;roberta Alves;Paid;4144416741;35;456.0;498145267498
2224107;2021-01-10 06:40:25.175+00;5c1bacfb4e51dd0007766639;2766;1;;PAID;2007666066;9;100.0;773918401634
2224136;2021-01-10 09:40:22.784+00;5bbd0e4038c0ba0006c69f5b;6616;1;juliana oliveira de Lima;Refused;2888327888;62;100.0;636470664-964
2224141;2021-01-10 09:50:20.412+00;5bf42b034267ab00074ff1aa;9657;1;roberta Ribeiro Pereira;Refused;1701477170;62;100.0;732488991-660
2224166;2021-01-10 10:10:21.585+00;5bce1c94b432d20007febfe4;7169;1;;in process;2555555555;62;456.0;587283611001
2223810;2021-01-10 01:35:08.815+00;5abd2ba2d6642d0004632506;8153;1;;refused;2221401102;62;100.0;236890189277
2223812;2021-01-10 01:36:04.937+00;5bc6132a07a1b7000741e34e;23981;1;Ana Luísa oliveira;refunded;1440411;35;456.0;571829424975
2223829;2021-01-10 01:41:13.344+00;5caf9e17d37d9e0007f82a74;6844;1;Daniel FERREIRA Ribeiro;Paid;2507777703;62;903.0;803.732.212-345
2223840;2021-01-10 01:45:08.774+00;5bd9cece05e0ce0007f9161a;8066;1;juliana FERREIRA;paid;4111100141;62;903.0;981560807270
2223841;2021-01-10 01:45:08.828+00;5bd9cece05e0ce0007f9161a;9570;1;CARLOS SANTOS lima;Paid;5363633353;62;903.0;980328390-962
2223859;2021-01-10 01:50:09.514+00;5bd9cece05e0ce0007f9161a;53869;1;marcia Rodrigues oliveira;Refused;446066474;47;456.0;496023031288
2223874;2021-01-10 01:55:41.039+00;5b7ff5e10881d40004caf7c0;19601;1;;PAID;7777277224;35;456.0;875811303911
2223885;2021-01-10 02:00:58.968+00;5bc6132a07a1b7000741e34e;5674;1;Antonio FERREIRA FERREIRA;in process;4011070001;62;100.0;
2223892;2021-01-10 02:01:09.895+00;5caf9e17d37d9e0007f82a74;11827;1;RAFAEL SANTOS;PAID;5050888886;35;456.0;890544134281
2223911;2021-01-10 02:10:38.053+00;5bac00e30cb37a00075f22e7;10438;1;Daniel lima Ribeiro;paid;3184433411;35;100.0;087.949.612-429
2223939;2021-01-10 02:22:29.761+00;5ac3c83799e133000425f065;172549;2;Pedro lima Pereira;paid;8488448111;47;456.0;
2223964;2021-01-10 02:30:09.583+00;5abd2ba2d6642d0004632506;9365;1;marcia de Lima Ribeiro;paid;4232523233;62;903.0;65517001408
2223969;2021-01-10 02:30:46.128+00;5bfd482f63dd700007a920fd;8301;1;MARIA Ribeiro;paid;700871380;62;456.0;263954115885
2223984;2021-01-10 02:35:54.342+00;5c1147903f2ce100082eb784;9723;1;FELIPE Rodrigues Silva;Paid;2420204424;62;456.0;835271518593
2223998;2021-01-10 02:41:21.13+00;5d0a29c0b1be3b0007e6da09;8474;1;juliana de OLIVEIRA;Paid;2446446313;62;903.0;338486767788
2224002;2021-01-10 02:45:08.973+00;5c20a726b975d60007172c80;11206;1;CARLOS oliveira Pereira;Paid;7254537452;35;456.0;192025112-757
2224004;2021-01-10 02:46:14.628+00;5bca1e6b40d064000706a2df;2842;1;Jéssica Alves;refused;202220212;9;100.0;
2224017;2021-01-10 02:56:18.934+00;5c41e355d8d3ec00076291c9;5196;1;ANA oliveira Gomes;in process;6666566256;62;456.0;396559988114
2224022;2021-01-10 03:00:41.236+00;5c191cb59eec4500077a1b01;23123;1;Pedro souza;paid;2522620666;35;100.0;
2224047;2021-01-10 03:15:15.394+00;5c1121cd0142790007c046fc;5741;1;roberta Pereira de OLIVEIRA;PAID;5556059922;62;456.0;632.159.144-660
2224074;2021-01-10 04:00:16.507+00;5c746b8f466402000766c908;8096;1;;refused;8777086676;62;100.0;754630986-120
2224105;2021-01-10 06:15:05.286+00;5bd9cece05e0ce0007f9161a;31299;1;ANA Silva Ribeiro;Paid;5257277227;47;456.0;921000005652
2224132;2021-01-10 09:35:32.769+00;5b8948093e180200040f3f39;4087;1;;Paid;2201223223;62;903.0;850827455908
2224135;2021-01-10 09:40:22.738+00;5b85cd1807589f000412da29;3023;1;ANA FERREIRA;PAID;3033655601;62;903.0;
2224137;2021-01-10 09:40:22.914+00;5b85cd1807589f000412da29;2728;1;;PROCESSING;7;9;903.0;473635054758
2224156;2021-01-10 10:05:28.867+00;5c73db868db31e0007119c58;9986;1;Paulo José de OLIVEIRA;REFUNDED;822802222;62;903.0;358196936775
2224161;2021-01-10 10:05:29.489+00;5ccafba58426320007063a2f;10397;1;;PAID;3000000000;35;903.0;227132449296
2224176;2021-01-10 10:20:31.542+00;5bec507ec9a4ca00079d1926;10551;1;;paid;422400242;35;100.0;197593163-737
2223680;2021-01-10 01:01:10.474+00;5c1816cbc8178e00075dd8a9;3262;1;FELIPE lima Ribeiro;refunded;5041454754;62;100.0;756.181.750-585
2223685;2021-01-10 01:05:09.815+00;5ca3a42f15751a0007e6c52b;10476;1;juliana Gomes Pereira;refunded;610006;35;903.0;871257603088
2223707;2021-01-10 01:10:39.969+00;5c127157a6d2590007858462;10886;1;;Paid;1011011101;35;456.0;973.554.033-443
2223735;2021-01-10 01:15:43.925+00;5c90d9ea27024b0007698ea4;8535;1;marcia lima;Paid;4300040558;62;456.0;563.117.527-662
2223739;2021-01-10 01:16:01.844+00;5c1121cd0142790007c046fc;4147;1;Jéssica de OLIVEIRA SANTOS;Refused;4110818488;62;456.0;853.270.731-969
2223743;2021-01-10 01:16:07.991+00;5c192a639eec4500077a1cb4;2595;1;;Paid;70000004;9;100.0;257275347613
2223772;2021-01-10 01:25:08.869+00;5c89505d075b440007814bba;7881;1;ANA Gomes de OLIVEIRA;PAID;6336646616;62;456.0;847.743.611-738
2223836;2021-01-10 01:45:03.185+00;59d639f1930cd30004c38184;2911;1;marcia oliveira;Paid;3083088838;9;100.0;32228723982
2223850;2021-01-10 01:46:04.423+00;5c0feadf15f3dd0007bb3ee5;11525;1;Pedro Silva;paid;6166656603;35;456.0;982850789502
2223863;2021-01-10 01:50:55.618+00;5bc6132a07a1b7000741e34e;9919;1;antônio Pereira Pereira;refused;1144333411;62;456.0;366017402626
2223883;2021-01-10 02:00:43.615+00;5c040bb5412f4e00076d3973;10007;1;;refunded;5176761375;35;456.0;41737270857
2223893;2021-01-10 02:01:51.307+00;59fcc406a0ddac0004dd7ffc;6392;1;Paulo José souza;paid;4866833386;62;903.0;597344928756
2223929;2021-01-10 02:20:09.016+00;5bd9cece05e0ce0007f9161a;12321;1;juliana Alves;refunded;2002004004;35;456.0;
2223953;2021-01-10 02:25:09.169+00;5bd9cece05e0ce0007f9161a;10641;1;FELIPE Pereira Rodrigues;PROCESSING;110202260;35;456.0;032.361.368-287
2224001;2021-01-10 02:41:26.373+00;5c9cbfafb12c35000757da80;6882;1;Pedro lima Pereira;Paid;2333203323;62;100.0;739.185.340-121
2224010;2021-01-10 02:51:27.495+00;5bab6f250cb37a00075f12f9;3330;1;roberta souza;refused;4224210221;62;456.0;659061126-740
2224015;2021-01-10 02:55:56.727+00;5caf9bc8b1a27e0007c09a82;16048;1;ANA Ribeiro de Lima;PAID;1345544454;35;100.0;913747396144
2224023;2021-01-10 03:01:20.952+00;5c1121cd0142790007c046fc;13296;1;Ana Luísa Ribeiro;refunded;1561626666;35;100.0;812146041-634
2224034;2021-01-10 03:05:22.863+00;5bab6f24af98aa0007d5a13d;1868;1;CARLOS Rodrigues Silva;PAID;4444777444;9;100.0;178119606567
2224093;2021-01-10 04:55:20.041+00;5c33c6c1dc85560007f8e183;15745;1;;processing;1311313331;35;100.0;
2224112;2021-01-10 08:10:05.706+00;5bd9cece05e0ce0007f9161a;52720;1;ANA souza;paid;4744753477;47;100.0;815.335.332-166
2224113;2021-01-10 08:30:05.545+00;5bd35164620c5c0007f5ab8a;23236;1;;refunded;5078020570;35;456.0;
2224138;2021-01-10 09:45:05.195+00;5b523b49e09de0000486c4ac;10337;1;antônio Ribeiro;paid;3314525727;35;456.0;888.112.768-980
2224139;2021-01-10 09:45:05.249+00;5bd9cece05e0ce0007f9161a;58727;1;MARIA Ribeiro de OLIVEIRA;Paid;2311043103;47;100.0;396444321-121
2224147;2021-01-10 09:55:22.18+00;5bbd0e4038c0ba0006c69f5b;4648;1;antônio de Lima;Refused;110909110;62;456.0;734.614.189-494
2224174;2021-01-10 10:20:31.409+00;5bc7704ff19d470007acc13e;7701;1;FELIPE FERREIRA;paid;1111111113;62;903.0;89798056379
